Year,Employee_id,Age,Gender,Department,Job_level,Salary,Total years of service,Years of service within company,Overtime Worked,Stock Option,Number of previous jobs,Marital Status,Years Under Current Manager,Job Satisfaction,Performance Rating, Upskilling Opportunities,Relationship with Manager,Churned
2018,1278,35,Male,Developers,Senior,97000,15,2,Yes,No,10,No,3,1,1,15,3,No
2018,1279,22,Female,Finance,Junior,49000,2,2,Yes,Yes,5,No,4,3,1,14,4,No
2018,1280,26,Female,Sales,Junior,55000,4,4,No,No,5,Yes,3,4,2,17,2,No
2018,1281,24,Female,Sales,Junior,52000,3,4,No,No,2,Yes,3,2,5,9,2,No
2018,1282,29,Male,Finance,Assistant,72000,8,3,Yes,No,9,No,5,1,5,20,5,No
2018,1283,35,Female,Developers,Senior,88000,12,1,No,Yes,8,Yes,3,5,4,11,2,No
2018,1284,25,Female,Sales,Junior,49000,2,1,No,No,9,Yes,2,3,4,7,2,No
2018,1285,29,Male,Developers,Assistant,75000,9,5,Yes,Yes,10,No,2,1,4,17,5,No
2018,1286,29,Female,Developers,Assistant,72000,8,3,Yes,Yes,7,No,3,2,4,3,1,No
2018,1287,24,Male,Developers,Junior,49000,2,5,No,Yes,9,Yes,3,4,5,6,3,No
2018,1288,26,Male,Developers,Junior,49000,2,5,No,No,10,Yes,5,3,2,5,4,No
2018,1289,33,Male,Sales,Senior,97000,15,4,Yes,No,4,No,1,4,4,18,1,No
2018,1290,32,Female,Marketing,Assistant,66000,6,3,Yes,No,5,Yes,1,4,3,3,2,No
2018,1291,22,Male,Marketing,Junior,55000,4,5,No,No,3,No,5,5,4,9,3,No
2018,1292,37,Male,Marketing,Senior,97000,15,5,No,No,7,Yes,4,3,4,2,4,No
2018,1293,37,Female,Developers,Senior,97000,15,5,Yes,No,10,No,1,3,5,7,5,No
2018,1294,32,Male,Marketing,Assistant,75000,9,5,Yes,No,4,No,1,3,5,18,4,No
2018,1295,26,Male,Sales,Junior,58000,5,2,Yes,No,3,No,2,5,3,8,1,No
2018,1296,25,Female,Marketing,Junior,58000,5,3,No,No,10,Yes,4,5,2,16,1,No
2018,1297,35,Female,Developers,Senior,94000,14,1,Yes,No,2,Yes,3,4,2,3,1,No
2018,1298,32,Female,Sales,Assistant,69000,7,2,No,No,8,Yes,3,1,5,8,5,No
2018,1299,36,Male,Sales,Assistant,78000,10,5,Yes,No,2,No,5,1,5,13,1,No
2018,1300,28,Female,Finance,Assistant,78000,10,5,Yes,No,5,Yes,2,2,4,11,2,No
2018,1301,25,Female,Finance,Junior,46000,1,1,Yes,Yes,9,No,1,3,5,4,1,No
2018,1302,25,Male,Sales,Junior,52000,3,1,No,No,2,No,2,5,4,15,3,No
2018,1303,22,Male,Developers,Junior,52000,3,2,No,No,5,No,4,3,4,19,3,No
2018,1304,32,Male,Finance,Assistant,75000,9,1,Yes,No,4,No,3,4,3,9,2,No
2018,1305,29,Male,Sales,Assistant,69000,7,5,Yes,No,9,Yes,5,4,1,11,1,No
2018,1306,36,Female,Developers,Senior,97000,15,2,No,Yes,10,No,5,4,3,7,3,No
2018,1307,23,Female,Sales,Junior,52000,3,4,Yes,Yes,9,Yes,5,1,1,2,2,Yes
2018,1308,30,Male,Sales,Assistant,75000,9,4,No,No,4,No,5,4,4,17,5,No
2018,1309,30,Female,Sales,Assistant,69000,7,5,Yes,Yes,10,No,2,3,3,11,3,No
2018,1310,34,Male,Sales,Senior,91000,13,1,Yes,No,2,Yes,4,1,3,20,2,No
2018,1311,22,Male,Marketing,Junior,49000,2,5,No,No,8,Yes,4,3,2,3,5,No
2018,1312,31,Male,Sales,Junior,58000,5,2,Yes,No,10,Yes,2,1,2,9,5,No
2018,1313,37,Female,Marketing,Senior,91000,13,3,No,Yes,7,No,1,4,1,20,5,No
2018,1314,22,Female,Marketing,Junior,55000,4,3,Yes,Yes,3,No,5,3,2,10,2,No
2018,1315,32,Male,Sales,Junior,58000,5,2,No,No,9,No,2,1,3,18,3,No
2018,1316,28,Female,Developers,Assistant,69000,7,3,Yes,No,9,Yes,1,5,2,12,5,No
2018,1317,26,Male,Finance,Junior,55000,4,5,Yes,Yes,3,Yes,4,5,2,10,5,No
2018,1318,23,Female,Sales,Junior,46000,1,2,Yes,No,3,Yes,2,4,1,5,3,No
2018,1319,29,Female,Finance,Assistant,75000,9,4,Yes,No,10,No,3,1,2,13,1,No
2018,1320,24,Female,Sales,Junior,46000,1,2,No,Yes,5,Yes,2,4,4,5,4,No
2018,1321,34,Male,Developers,Assistant,78000,10,4,No,No,10,Yes,3,2,5,10,5,No
2018,1322,27,Female,Marketing,Junior,49000,2,3,No,No,5,No,5,2,2,2,5,No
2018,1323,29,Female,Finance,Junior,58000,5,3,No,No,10,No,5,2,2,20,3,No
2018,1324,23,Male,Finance,Junior,55000,4,1,No,No,6,No,1,2,5,14,5,No
2018,1325,35,Female,Finance,Senior,88000,12,5,No,No,3,No,5,1,5,17,5,No
2018,1326,32,Male,Finance,Junior,58000,5,5,Yes,No,10,Yes,4,5,5,11,4,No
2018,1327,23,Female,Marketing,Junior,49000,2,3,No,Yes,9,No,2,1,2,15,1,No
2018,1328,35,Male,Marketing,Senior,97000,15,2,No,No,6,No,3,4,2,6,5,No
2018,1329,36,Male,Sales,Senior,97000,15,5,Yes,No,5,Yes,3,4,1,5,5,No
2018,1330,35,Male,Sales,Senior,91000,13,4,No,Yes,5,No,1,3,5,17,1,No
2018,1331,26,Male,Sales,Junior,58000,5,1,Yes,No,3,No,1,1,5,14,3,No
2018,1332,27,Male,Marketing,Junior,49000,2,4,No,No,10,No,4,4,4,5,4,No
2018,1333,22,Female,Developers,Junior,49000,2,2,No,No,3,No,3,3,1,7,3,No
2018,1334,24,Female,Sales,Junior,49000,2,2,No,No,7,Yes,4,3,1,19,2,No
2018,1335,31,Male,Sales,Assistant,72000,8,3,Yes,No,3,Yes,3,1,1,19,5,No
2018,1336,26,Female,Sales,Junior,52000,3,3,No,No,5,No,2,2,4,8,5,No
2018,1337,29,Female,Sales,Junior,58000,5,4,Yes,No,3,No,5,1,5,10,1,No
2018,1338,22,Male,Finance,Junior,55000,4,2,No,No,4,No,1,3,2,2,4,No
2018,1339,22,Male,Marketing,Junior,58000,5,3,No,No,1,Yes,1,3,5,10,4,No
2018,1340,25,Female,Developers,Junior,46000,1,2,Yes,No,1,No,2,3,4,3,5,No
2018,1341,23,Male,Marketing,Junior,52000,3,1,Yes,No,3,No,1,1,5,19,5,No
2018,1342,22,Male,Developers,Junior,52000,3,5,Yes,No,10,Yes,3,3,5,11,5,No
2018,1343,27,Male,Developers,Junior,49000,2,3,Yes,No,9,Yes,2,3,3,13,4,No
2018,1344,31,Male,Marketing,Assistant,66000,6,1,Yes,No,7,No,2,3,1,2,3,No
2018,1345,28,Male,Developers,Assistant,75000,9,1,Yes,No,3,Yes,1,3,4,9,5,No
2018,1346,28,Female,Marketing,Junior,58000,5,2,Yes,No,5,Yes,2,4,5,8,3,No
2018,1347,31,Female,Marketing,Assistant,78000,10,4,No,No,5,No,2,1,2,18,3,No
2018,1348,27,Female,Developers,Junior,52000,3,4,Yes,Yes,2,Yes,4,5,4,8,1,No
2018,1349,33,Female,Finance,Senior,94000,14,1,Yes,No,10,No,2,2,2,14,2,No
2018,1350,35,Male,Sales,Senior,85000,11,2,No,No,8,Yes,3,3,5,12,4,No
2018,1351,35,Female,Sales,Assistant,78000,10,3,No,No,9,Yes,4,2,2,18,5,No
2018,1352,34,Male,Finance,Senior,88000,12,4,Yes,Yes,3,Yes,1,3,3,9,3,No
2018,1353,22,Female,Developers,Junior,52000,3,3,No,No,6,Yes,2,3,5,11,4,No
2018,1354,26,Male,Sales,Junior,46000,1,1,Yes,Yes,5,No,2,2,1,9,4,No
2018,1355,30,Male,Marketing,Assistant,78000,10,1,Yes,No,10,Yes,5,2,5,16,4,No
2018,1356,28,Female,Sales,Junior,58000,5,4,No,Yes,9,Yes,4,3,5,8,3,No
2018,1357,24,Female,Developers,Junior,55000,4,2,Yes,No,8,Yes,2,4,1,18,4,No
2018,1358,22,Female,Finance,Junior,49000,2,4,No,Yes,9,No,1,1,3,11,5,No
2018,1359,31,Male,Sales,Junior,58000,5,1,Yes,No,5,No,5,5,3,19,1,No
2018,1360,25,Male,Finance,Junior,58000,5,5,No,No,6,Yes,3,5,1,2,4,No
2018,1361,24,Male,Sales,Junior,46000,1,3,Yes,No,10,Yes,5,4,1,6,5,No
2018,1362,28,Male,Developers,Junior,58000,5,5,Yes,No,3,Yes,5,5,1,19,5,No
2018,1363,24,Male,Marketing,Junior,46000,1,1,No,No,2,Yes,2,4,5,3,1,No
2018,1364,22,Female,Finance,Junior,52000,3,3,No,No,9,Yes,3,5,2,13,5,No
2018,1365,26,Female,Marketing,Junior,52000,3,3,Yes,Yes,8,Yes,3,1,3,4,2,Yes
2018,1366,29,Male,Marketing,Assistant,69000,7,5,Yes,No,10,No,5,2,2,10,4,No
2018,1367,27,Female,Sales,Junior,52000,3,5,Yes,No,2,No,1,1,4,16,5,No
2018,1368,27,Female,Marketing,Junior,55000,4,1,No,Yes,6,Yes,3,4,1,9,1,No
2018,1369,25,Male,Marketing,Junior,49000,2,5,No,No,4,No,1,4,1,6,4,No
2018,1370,22,Male,Marketing,Junior,46000,1,1,Yes,No,2,Yes,4,2,4,17,1,No
2018,1371,22,Male,Developers,Junior,58000,5,5,No,No,10,No,2,4,5,7,4,No
2018,1372,22,Male,Developers,Junior,55000,4,5,No,Yes,8,No,5,5,5,16,5,No
2018,1373,30,Female,Sales,Assistant,66000,6,2,Yes,Yes,1,No,5,2,5,12,3,No
2018,1374,26,Female,Developers,Junior,55000,4,1,Yes,Yes,7,No,4,3,3,15,4,No
2018,1375,29,Male,Finance,Junior,58000,5,3,Yes,No,4,No,3,4,3,16,3,No
2018,1376,33,Male,Sales,Assistant,78000,10,4,Yes,No,9,Yes,3,2,1,15,1,No
2018,1377,23,Male,Marketing,Junior,58000,5,5,Yes,No,2,No,4,2,1,19,1,No
2018,1378,34,Female,Finance,Senior,88000,12,3,Yes,No,3,No,1,4,4,5,4,No
2018,1379,25,Female,Sales,Junior,58000,5,2,No,No,5,No,1,5,5,19,4,No
2018,1380,36,Female,Finance,Senior,94000,14,3,Yes,No,9,No,2,4,2,17,1,No
2018,1381,22,Male,Finance,Junior,55000,4,4,Yes,Yes,7,Yes,1,5,1,19,5,No
2018,1382,37,Female,Finance,Assistant,78000,10,2,No,No,8,No,2,1,5,7,1,No
2018,1383,25,Female,Developers,Junior,52000,3,3,Yes,No,10,Yes,2,5,2,20,1,No
2018,1384,26,Female,Marketing,Junior,55000,4,3,Yes,No,6,No,1,2,1,6,5,No
2018,1385,32,Female,Sales,Assistant,78000,10,3,No,No,1,No,5,5,4,12,1,No
2018,1386,33,Male,Finance,Senior,97000,15,4,No,Yes,3,No,1,4,1,3,1,No
2018,1387,32,Female,Developers,Assistant,66000,6,2,Yes,No,1,No,5,5,4,19,5,No
2018,1388,27,Female,Sales,Junior,46000,1,4,Yes,No,1,Yes,4,3,3,12,3,No
2018,1389,37,Female,Finance,Assistant,78000,10,4,Yes,No,2,Yes,1,1,2,15,2,No
2018,1390,31,Female,Developers,Assistant,66000,6,5,No,No,9,Yes,3,5,5,10,1,No
2018,1391,22,Male,Finance,Junior,49000,2,1,No,Yes,3,Yes,1,5,5,7,5,No
2018,1392,30,Male,Marketing,Assistant,69000,7,1,Yes,No,2,No,1,5,5,12,2,No
2018,1393,33,Male,Developers,Senior,88000,12,1,No,Yes,3,No,2,3,5,13,2,No
2018,1394,24,Female,Marketing,Junior,46000,1,4,No,No,1,No,1,2,4,20,5,No
2018,1395,25,Female,Finance,Junior,49000,2,5,No,No,5,Yes,2,5,2,8,5,No
2018,1396,30,Male,Developers,Assistant,66000,6,5,No,Yes,7,No,2,5,3,2,5,No
2018,1397,35,Female,Marketing,Senior,94000,14,3,Yes,Yes,7,No,4,5,5,17,4,No
2018,1398,32,Male,Developers,Junior,58000,5,5,No,No,5,No,5,1,5,9,2,No
2018,1399,29,Female,Marketing,Assistant,69000,7,1,No,No,10,No,2,3,3,2,5,No
2018,1400,23,Male,Developers,Junior,55000,4,4,No,No,1,No,3,2,5,3,2,No
2018,1401,33,Female,Developers,Assistant,78000,10,4,No,No,3,Yes,4,3,5,4,3,No
2018,1402,32,Male,Sales,Assistant,75000,9,5,No,Yes,8,Yes,2,3,4,8,2,No
2018,1403,22,Female,Sales,Junior,52000,3,4,No,Yes,6,Yes,5,4,5,4,1,No
2018,1404,35,Female,Developers,Senior,88000,12,4,Yes,Yes,2,Yes,5,2,3,15,5,No
2018,1405,24,Male,Developers,Junior,58000,5,5,No,Yes,2,No,3,3,1,13,1,No
2018,1406,36,Male,Sales,Senior,91000,13,1,No,No,6,Yes,3,3,5,1,2,No
2018,1407,23,Female,Marketing,Junior,52000,3,4,No,No,7,Yes,5,5,5,5,3,No
2018,1408,37,Female,Marketing,Senior,97000,15,5,Yes,Yes,2,Yes,1,5,1,8,1,No
2018,1409,22,Male,Sales,Junior,46000,1,5,Yes,No,10,No,1,2,1,15,1,No
2018,1410,35,Male,Finance,Senior,88000,12,5,No,No,3,Yes,5,3,5,4,3,No
2018,1411,30,Female,Sales,Assistant,69000,7,5,Yes,No,8,No,4,3,5,7,2,No
2018,1412,22,Female,Developers,Junior,49000,2,4,No,No,6,Yes,2,1,3,16,4,No
2018,1413,32,Female,Developers,Junior,58000,5,2,Yes,No,4,No,5,3,4,19,4,No
2018,1414,22,Female,Marketing,Junior,49000,2,2,No,No,3,Yes,4,1,1,11,3,No
2018,1415,24,Male,Developers,Junior,52000,3,3,Yes,No,2,No,3,2,3,15,3,No
2018,1416,29,Female,Developers,Assistant,78000,10,5,Yes,No,10,No,2,5,3,2,5,No
2018,1417,36,Male,Finance,Senior,85000,11,3,No,Yes,7,No,5,4,1,11,5,No
2018,1418,25,Male,Developers,Junior,58000,5,3,No,No,8,Yes,2,1,5,2,1,No
2018,1419,27,Male,Sales,Junior,52000,3,1,Yes,Yes,4,No,2,2,3,11,5,No
2018,1420,33,Female,Developers,Senior,94000,14,1,Yes,No,7,Yes,1,5,3,4,1,No
2018,1421,37,Male,Finance,Senior,91000,13,3,Yes,No,4,Yes,1,2,1,3,5,No
2018,1422,29,Female,Sales,Assistant,66000,6,2,Yes,Yes,5,No,5,1,1,15,1,No
2018,1423,25,Male,Finance,Junior,52000,3,3,Yes,No,5,No,4,1,4,20,1,No
2018,1424,23,Female,Finance,Junior,46000,1,4,No,No,2,No,4,4,3,14,4,No
2018,1425,23,Female,Sales,Junior,46000,1,3,No,No,5,No,4,4,3,19,4,No
2018,1426,31,Male,Marketing,Assistant,72000,8,3,No,No,3,No,5,1,3,18,3,No
2018,1427,23,Male,Finance,Junior,58000,5,3,Yes,Yes,1,No,2,1,1,3,2,Yes
2018,1428,23,Male,Developers,Junior,46000,1,1,Yes,No,10,Yes,1,5,3,1,2,No
2018,1429,33,Female,Marketing,Senior,85000,11,5,No,No,3,No,4,2,1,5,2,Yes
2018,1430,33,Female,Sales,Senior,85000,11,4,No,No,9,No,3,5,4,17,3,No
2018,1431,37,Female,Developers,Assistant,78000,10,1,No,Yes,9,No,3,1,4,5,5,No
2018,1432,36,Female,Finance,Senior,94000,14,3,No,No,10,Yes,5,2,3,4,3,No
2018,1433,28,Male,Finance,Assistant,66000,6,1,No,No,1,No,3,1,5,1,3,No
2018,1434,34,Male,Finance,Senior,91000,13,2,Yes,Yes,9,Yes,2,3,4,15,3,No
2018,1435,29,Male,Marketing,Assistant,78000,10,3,Yes,No,6,Yes,3,4,2,5,5,No
2018,1436,26,Female,Developers,Junior,55000,4,5,Yes,Yes,1,Yes,2,5,2,14,5,No
2018,1437,33,Male,Marketing,Senior,88000,12,5,No,No,5,Yes,1,5,2,7,2,No
2018,1438,24,Female,Developers,Junior,58000,5,5,No,No,6,Yes,1,1,5,1,5,No
2018,1439,37,Female,Finance,Senior,85000,11,5,Yes,Yes,8,Yes,3,3,3,9,5,No
2018,1440,23,Female,Marketing,Junior,46000,1,4,No,No,6,No,4,2,5,19,2,No
2018,1441,37,Male,Sales,Senior,91000,13,2,Yes,No,1,No,1,1,5,13,1,No
2018,1442,34,Female,Marketing,Senior,88000,12,2,No,No,8,Yes,4,5,4,20,5,No
2018,1443,35,Female,Marketing,Senior,94000,14,5,Yes,No,5,Yes,2,3,1,8,4,No
2018,1444,37,Female,Sales,Senior,97000,15,2,No,No,2,No,4,5,1,20,3,No
2018,1445,35,Male,Developers,Senior,85000,11,4,No,Yes,10,No,2,2,3,12,5,No
2018,1446,34,Female,Developers,Assistant,78000,10,2,No,No,6,No,4,2,1,11,3,No
2018,1447,37,Female,Finance,Senior,88000,12,3,Yes,No,9,Yes,2,4,2,15,1,No
2018,1448,27,Female,Finance,Junior,55000,4,4,Yes,No,4,No,4,1,1,13,3,No
2018,1449,29,Male,Sales,Assistant,75000,9,3,Yes,Yes,8,Yes,5,4,5,6,1,No
2018,1450,33,Male,Sales,Assistant,78000,10,1,Yes,Yes,3,No,5,1,1,2,5,No
2018,1451,28,Female,Finance,Junior,58000,5,5,No,Yes,2,No,1,2,4,20,2,No
2018,1452,24,Female,Marketing,Junior,58000,5,2,No,No,7,No,3,5,3,20,2,No
2018,1453,32,Male,Finance,Assistant,69000,7,1,No,No,3,Yes,5,2,5,4,5,No
2018,1454,32,Male,Sales,Junior,58000,5,2,No,No,6,Yes,1,5,5,19,3,No
2018,1455,22,Female,Sales,Junior,49000,2,1,No,No,9,Yes,3,2,3,16,2,No
2018,1456,37,Male,Marketing,Senior,94000,14,4,No,No,2,No,2,5,3,9,5,No
2018,1457,28,Female,Finance,Assistant,66000,6,2,No,No,8,Yes,2,1,5,13,2,No
2018,1458,23,Male,Sales,Junior,55000,4,2,No,Yes,9,No,5,5,5,8,4,No
2018,1459,27,Male,Developers,Junior,58000,5,1,Yes,Yes,1,Yes,5,5,4,2,4,No
2018,1460,27,Male,Marketing,Junior,46000,1,4,No,No,9,Yes,5,1,3,17,4,No
2018,1461,34,Male,Sales,Senior,94000,14,3,No,No,4,No,5,1,3,7,5,No
2018,1462,30,Female,Marketing,Assistant,75000,9,1,No,No,4,No,3,5,1,3,5,No
2018,1463,26,Male,Finance,Junior,46000,1,5,Yes,No,9,Yes,3,3,5,5,1,No
2018,1464,27,Female,Finance,Junior,58000,5,3,Yes,No,1,No,5,4,2,17,4,No
2018,1465,33,Female,Sales,Senior,91000,13,3,No,Yes,9,Yes,3,3,3,1,4,No
2018,1466,23,Female,Developers,Junior,58000,5,1,Yes,No,6,Yes,4,1,4,6,5,Yes
2018,1467,23,Female,Developers,Junior,49000,2,2,Yes,No,2,No,5,4,5,8,3,No
2018,1468,30,Male,Finance,Assistant,78000,10,4,Yes,No,3,Yes,4,3,3,10,3,No
2018,1469,36,Male,Sales,Senior,85000,11,1,Yes,Yes,7,No,2,4,1,15,2,No
2018,1470,27,Female,Developers,Junior,55000,4,5,No,Yes,4,No,3,3,5,20,3,No
2018,1471,37,Male,Developers,Senior,88000,12,1,Yes,Yes,1,No,1,1,3,6,1,Yes
2018,1472,25,Male,Marketing,Junior,46000,1,3,Yes,No,6,No,2,4,1,9,2,No
2018,1473,24,Male,Finance,Junior,46000,1,4,Yes,No,3,No,5,3,1,18,2,No
2018,1474,33,Female,Finance,Senior,88000,12,1,No,No,3,No,3,4,3,4,2,No
2018,1475,34,Male,Finance,Senior,94000,14,1,No,Yes,7,Yes,3,3,2,3,1,No
2018,1476,29,Female,Finance,Assistant,78000,10,5,Yes,No,2,No,3,5,4,20,3,Yes
2018,1477,27,Female,Developers,Junior,52000,3,4,No,Yes,10,Yes,4,4,5,19,2,No
2018,1478,31,Female,Developers,Assistant,78000,10,5,No,No,9,Yes,1,3,5,18,4,No
2018,1479,37,Male,Marketing,Senior,85000,11,2,Yes,No,1,Yes,3,4,1,15,4,No
2018,1480,28,Male,Developers,Assistant,69000,7,4,No,No,6,No,3,3,3,7,1,No
2018,1481,24,Female,Marketing,Junior,46000,1,5,No,No,6,No,3,3,2,6,1,Yes
2018,1482,22,Female,Marketing,Junior,46000,1,5,No,Yes,9,No,5,1,4,1,1,No
2018,1483,28,Male,Developers,Assistant,69000,7,5,Yes,Yes,1,Yes,1,1,2,3,4,No
2018,1484,26,Female,Marketing,Junior,49000,2,1,No,No,4,No,5,2,3,13,2,No
2018,1485,28,Male,Developers,Assistant,75000,9,2,Yes,No,4,No,1,2,2,12,5,No
2018,1486,26,Male,Developers,Junior,55000,4,3,No,Yes,8,No,2,2,4,12,2,No
2018,1487,27,Male,Marketing,Junior,49000,2,4,Yes,No,4,Yes,2,4,5,18,3,No
2018,1488,28,Female,Sales,Assistant,78000,10,3,Yes,Yes,6,Yes,4,1,1,18,4,No
2018,1489,22,Female,Finance,Junior,58000,5,3,No,No,10,No,2,2,3,19,5,No
2018,1490,30,Male,Sales,Assistant,75000,9,4,Yes,No,4,No,5,5,5,10,3,No
2018,1491,35,Female,Finance,Senior,88000,12,3,Yes,No,1,Yes,3,4,3,13,2,No
2018,1492,29,Male,Finance,Assistant,69000,7,5,Yes,No,1,No,3,5,1,1,5,No
2018,1493,33,Female,Developers,Senior,97000,15,1,Yes,Yes,6,Yes,3,3,3,5,1,No
2018,1494,26,Female,Sales,Junior,46000,1,5,No,No,9,Yes,5,2,3,15,4,No
2018,1495,32,Male,Finance,Junior,58000,5,3,No,Yes,3,No,3,1,4,8,5,No
2018,1496,31,Female,Sales,Assistant,72000,8,4,Yes,No,9,No,2,4,3,16,3,Yes
2018,1497,29,Male,Developers,Assistant,72000,8,4,No,No,1,No,2,3,2,5,5,No
2018,1498,37,Male,Developers,Senior,88000,12,5,No,Yes,8,Yes,1,1,3,6,4,No
2018,1499,25,Female,Developers,Junior,52000,3,2,No,No,7,No,5,1,4,3,5,No
2018,1500,29,Male,Finance,Assistant,78000,10,3,No,Yes,6,No,5,3,4,1,2,No
2019,1001,33,Female,Sales,Assistant,98000,11,4,Yes,No,7,No,5,5,4,8,1,No
2019,1004,25,Female,Sales,Junior,69000,3,4,No,No,3,No,4,3,4,14,1,No
2019,1005,37,Female,Marketing,Senior,113000,13,3,Yes,No,4,Yes,6,5,5,19,5,No
2019,1006,27,Female,Finance,Junior,72000,4,6,Yes,No,9,No,2,3,4,4,4,No
2019,1007,25,Female,Sales,Junior,80000,5,3,Yes,Yes,5,No,6,3,5,2,1,Yes
2019,1008,23,Female,Finance,Junior,80000,5,5,Yes,No,8,No,6,3,5,17,2,No
2019,1009,28,Male,Sales,Junior,78000,6,2,Yes,Yes,6,Yes,2,4,4,9,1,No
2019,1010,24,Male,Sales,Junior,74000,3,6,No,No,9,Yes,4,3,5,11,4,No
2019,1011,24,Female,Sales,Junior,75000,5,5,No,No,2,No,2,1,4,14,1,No
2019,1013,29,Female,Developers,Assistant,89000,8,6,No,No,9,Yes,3,3,4,14,5,No
2019,1014,24,Female,Sales,Junior,67000,4,6,No,Yes,1,Yes,6,2,3,18,3,No
2019,1015,23,Female,Finance,Junior,62000,4,3,Yes,No,4,No,6,1,2,11,4,No
2019,1016,30,Male,Marketing,Assistant,92000,9,4,No,Yes,8,Yes,3,1,4,2,4,No
2019,1017,36,Male,Finance,Senior,117000,16,3,Yes,No,5,Yes,6,1,4,17,1,No
2019,1019,24,Male,Developers,Junior,62000,4,4,No,No,2,Yes,5,5,2,11,1,No
2019,1020,29,Female,Marketing,Assistant,85000,10,6,Yes,Yes,1,Yes,2,5,2,6,1,No
2019,1021,33,Male,Developers,Assistant,91000,7,4,No,No,10,No,2,5,5,8,2,No
2019,1023,30,Male,Finance,Junior,78000,6,3,No,No,4,Yes,4,2,4,19,4,No
2019,1024,35,Male,Developers,Senior,93000,13,2,No,Yes,6,No,2,2,1,1,3,Yes
2019,1025,27,Male,Sales,Junior,68000,6,3,No,No,7,No,6,3,2,2,1,No
2019,1026,38,Female,Developers,Senior,106000,14,2,Yes,Yes,8,No,2,4,3,13,3,No
2019,1027,37,Male,Marketing,Senior,106000,14,5,No,Yes,4,Yes,4,5,3,9,1,No
2019,1028,24,Female,Marketing,Junior,72000,4,2,Yes,Yes,3,No,3,5,4,2,2,Yes
2019,1031,38,Male,Developers,Senior,111000,14,3,No,No,7,Yes,3,2,4,3,4,No
2019,1032,28,Female,Developers,Junior,60000,5,2,Yes,No,10,No,3,2,1,7,5,No
2019,1033,36,Female,Finance,Senior,100000,12,4,Yes,No,4,Yes,4,2,3,8,4,No
2019,1034,31,Male,Marketing,Assistant,79000,8,5,Yes,No,2,Yes,2,3,2,2,1,No
2019,1035,35,Female,Marketing,Senior,108000,13,3,Yes,No,7,No,4,5,4,9,3,No
2019,1036,32,Female,Marketing,Assistant,93000,11,2,Yes,Yes,6,No,4,5,3,7,4,No
2019,1038,36,Female,Sales,Senior,116000,14,4,Yes,No,7,Yes,2,3,5,19,5,No
2019,1039,33,Female,Developers,Assistant,90000,10,6,No,Yes,6,No,6,5,3,6,5,No
2019,1041,25,Male,Developers,Junior,80000,5,5,No,No,10,Yes,4,3,5,17,5,No
2019,1042,27,Female,Finance,Junior,61000,2,6,No,Yes,3,Yes,5,1,3,13,3,No
2019,1043,29,Male,Developers,Assistant,94000,8,3,No,No,1,Yes,6,2,5,8,3,No
2019,1044,32,Female,Developers,Assistant,91000,7,3,Yes,Yes,2,Yes,5,1,5,11,3,No
2019,1045,33,Female,Developers,Assistant,80000,10,4,Yes,No,9,No,2,4,1,8,2,No
2019,1046,28,Male,Marketing,Junior,83000,6,2,Yes,No,5,Yes,2,5,5,14,1,No
2019,1047,35,Female,Finance,Assistant,98000,11,2,Yes,No,3,Yes,5,1,4,3,1,Yes
2019,1048,35,Male,Sales,Senior,95000,12,4,Yes,No,7,No,6,5,2,2,5,No
2019,1049,35,Female,Sales,Senior,105000,12,5,Yes,No,6,No,6,5,4,18,1,No
2019,1050,29,Male,Sales,Junior,68000,6,3,Yes,No,6,Yes,5,5,2,15,1,No
2019,1051,26,Male,Finance,Junior,71000,2,4,No,No,7,No,6,3,5,17,1,No
2019,1052,24,Female,Sales,Junior,83000,6,5,Yes,No,7,No,5,2,5,15,3,No
2019,1055,28,Male,Finance,Junior,62000,4,6,Yes,No,7,No,4,5,2,2,5,No
2019,1056,30,Female,Sales,Assistant,80000,10,5,Yes,No,4,Yes,4,1,1,16,4,No
2019,1058,32,Male,Developers,Assistant,74000,8,6,No,No,5,No,4,5,1,14,4,No
2019,1060,35,Female,Developers,Senior,122000,16,2,No,Yes,4,No,5,1,5,19,3,No
2019,1061,28,Female,Sales,Junior,51000,2,4,Yes,Yes,2,No,2,3,1,18,2,No
2019,1062,31,Female,Developers,Assistant,80000,10,4,No,No,4,No,4,3,1,5,2,No
2019,1063,24,Male,Developers,Junior,72000,4,3,Yes,Yes,6,Yes,4,5,4,8,4,No
2019,1064,25,Female,Finance,Junior,57000,4,4,Yes,No,1,No,5,3,1,5,4,No
2019,1065,37,Male,Developers,Senior,106000,14,6,Yes,No,1,No,5,3,3,11,1,No
2019,1066,23,Female,Finance,Junior,56000,2,4,Yes,Yes,5,Yes,4,2,2,11,4,No
2019,1067,26,Male,Marketing,Junior,61000,2,3,No,Yes,10,No,3,5,3,5,4,No
2019,1068,36,Male,Developers,Assistant,103000,11,3,No,Yes,7,No,5,1,5,2,3,No
2019,1069,33,Female,Marketing,Assistant,100000,10,3,Yes,Yes,9,Yes,3,4,5,2,2,Yes
2019,1070,33,Female,Marketing,Junior,73000,6,2,No,No,5,Yes,5,3,3,10,1,No
2019,1071,26,Female,Sales,Junior,72000,4,6,No,No,3,Yes,2,3,4,17,5,No
2019,1072,33,Female,Marketing,Junior,63000,6,4,No,Yes,5,Yes,4,3,1,16,2,No
